"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"96745099999","2016-01-01","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.6"," 8","  74.9"," 8","1012.1"," 8","011.6"," 8","  4.1"," 8","  3.3"," 8","  7.0","999.9","  88.5"," ","  77.0"," "," 0.00","I","999.9","000000"
"96745099999","2016-01-02","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.4"," 7","  75.8"," 7","1012.8"," 7","012.3"," 7","  3.9"," 7","  3.2"," 7"," 11.1","999.9","  87.8"," ","  77.4","*"," 0.60","B","999.9","010010"
"96745099999","2016-01-03","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.2"," 8","  75.7"," 8","1012.5"," 8","012.0"," 8","  4.3"," 8","  3.6"," 8","  8.0","999.9","  90.7"," ","  74.1"," "," 0.00","I","999.9","000000"
"96745099999","2016-01-04","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.5"," 8","  77.1"," 8","1012.5"," 8","012.0"," 8","  4.1"," 8","  3.3"," 8","  7.0","999.9","  88.9"," ","  78.8"," "," 0.00","I","999.9","000000"
"96745099999","2016-01-05","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.2"," 8","  75.6"," 8","1012.1"," 8","011.6"," 8","  4.0"," 8","  2.3"," 8","  9.9","999.9","  89.2"," ","  79.2","*"," 0.47","A","999.9","000010"
"96745099999","2016-01-06","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.0"," 7","  75.0"," 7","1012.7"," 7","012.2"," 7","  4.3"," 7","  2.3"," 7","  5.1","999.9","  90.3","*","  78.8"," "," 0.01","A","999.9","000000"
"96745099999","2016-01-07","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  86.3"," 8","  76.4"," 8","1012.5"," 8","012.0"," 8","  4.3"," 8","  3.9"," 8","  7.0","999.9","  93.2"," ","  79.3"," "," 0.00","I","999.9","000000"
"96745099999","2016-01-08","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  85.7"," 8","  75.9"," 8","1011.6"," 8","011.1"," 8","  4.3"," 8","  3.0"," 8","  6.0","999.9","  90.9"," ","  81.7"," "," 0.00","I","999.9","000000"
"96745099999","2016-01-09","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.7"," 8","  76.0"," 8","1011.3"," 8","010.8"," 8","  4.2"," 8","  4.2"," 8"," 14.0","999.9","  89.2"," ","  78.8"," "," 0.00","I","999.9","000000"
"96745099999","2016-01-10","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  85.1"," 8","  75.4"," 8","1011.8"," 8","011.3"," 8","  4.2"," 8","  2.7"," 8","  8.9","999.9","  90.3"," ","  80.2"," "," 0.00","I","999.9","000000"
