"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"96745099999","2017-01-22","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.3"," 8","  74.2"," 8","1011.8"," 8","011.3"," 8","  4.3"," 8","  5.2"," 8"," 12.0","999.9","  87.4"," ","  78.8"," "," 0.00","I","999.9","000000"
"96745099999","2017-01-23","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.8"," 8","  74.2"," 8","1010.3"," 8","009.8"," 8","  4.3"," 8","  6.0"," 8","  8.9","999.9","  93.2"," ","  78.8"," "," 0.00","I","999.9","000000"
"96745099999","2017-01-24","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.1"," 8","  74.2"," 8","1011.1"," 8","010.6"," 8","  4.1"," 8","  4.5"," 8","  8.0","999.9","  90.0","*","  79.9","*"," 0.00","I","999.9","000010"
"96745099999","2017-01-25","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.4"," 8","  73.5"," 8","1011.1"," 8","010.6"," 8","  4.3"," 8","  4.2"," 8"," 13.0","999.9","  89.6"," ","  75.6","*"," 0.00","H","999.9","010000"
"96745099999","2017-01-26","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.4"," 8","  74.4"," 8","1010.8"," 8","010.3"," 8","  4.0"," 8","  3.6"," 8","  8.9","999.9","  85.3","*","  75.6"," "," 0.00","B","999.9","010000"
"96745099999","2017-01-27","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.1"," 8","  73.8"," 8","1009.7"," 8","009.2"," 8","  4.0"," 8","  3.9"," 8","  7.0","999.9","  87.8"," ","  77.4"," "," 0.28","A","999.9","010000"
"96745099999","2017-01-28","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  80.7"," 8","  75.0"," 8","1009.8"," 8","009.3"," 8","  4.0"," 8","  3.8"," 8","  8.9","999.9","  84.6"," ","  77.0","*"," 0.51","C","999.9","010000"
"96745099999","2017-01-29","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  80.6"," 8","  73.4"," 8","1010.4"," 8","009.9"," 8","  4.0"," 8","  3.4"," 8","  7.0","999.9","  84.6"," ","  76.6"," "," 0.00","B","999.9","010000"
"96745099999","2017-01-30","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.1"," 8","  74.4"," 8","1008.8"," 8","008.3"," 8","  4.3"," 8","  3.0"," 8","  6.0","999.9","  87.4"," ","  77.4"," ","99.99"," ","999.9","010000"
"96745099999","2017-01-31","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  79.4"," 8","  74.4"," 8","1009.7"," 8","009.2"," 8","  3.9"," 8","  2.5"," 8","  6.0","999.9","  84.2"," ","  76.3","*"," 0.36","B","999.9","010000"
"96745099999","2017-02-01","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  78.9"," 8","  73.8"," 8","1011.1"," 8","010.6"," 8","  4.0"," 8","  1.9"," 8","  8.0","999.9","  85.3"," ","  75.9"," "," 0.20","A","999.9","010000"
"96745099999","2017-02-02","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  79.9"," 8","  73.4"," 8","1011.1"," 8","010.6"," 8","  4.0"," 8","  1.7"," 8","  5.1","999.9","  86.7"," ","  76.6"," "," 0.02","B","999.9","010000"
"96745099999","2017-02-03","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  79.6"," 8","  73.1"," 8","1009.8"," 8","009.2"," 8","  3.9"," 8","  3.9"," 8","  7.0","999.9","  84.9","*","  75.9","*"," 1.07","B","999.9","010000"
"96745099999","2017-02-04","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.2"," 8","  73.1"," 8","1008.6"," 8","008.1"," 8","  3.9"," 8","  7.9"," 8"," 15.0","999.9","  89.6"," ","  75.6"," "," 0.00","D","999.9","010000"
"96745099999","2017-02-05","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.1"," 8","  73.6"," 8","1008.1"," 8","007.6"," 8","  4.2"," 8","  5.5"," 8","  8.0","999.9","  90.3"," ","  77.0"," "," 0.16","A","999.9","010000"
"96745099999","2017-02-06","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.0"," 8","  73.6"," 8","1008.2"," 8","007.7"," 8","  4.0"," 8","  4.5"," 8","  7.0","999.9","  88.9"," ","  78.6"," "," 0.12","A","999.9","010000"
"96745099999","2017-02-07","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.2"," 8","  72.6"," 8","1008.7"," 8","008.2"," 8","  4.0"," 8","  2.9"," 8","  8.0","999.9","  88.9"," ","  78.8","*"," 0.00","I","999.9","000000"
"96745099999","2017-02-08","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.2"," 8","  72.9"," 7","1008.9"," 8","008.4"," 8","  4.0"," 8","  6.5"," 8"," 12.0","999.9","  89.2"," ","  71.8","*"," 0.00","I","999.9","000000"
"96745099999","2017-02-09","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  80.3"," 8","  73.8"," 8","1008.6"," 8","008.1"," 8","  4.0"," 8","  4.8"," 8","  8.0","999.9","  84.9"," ","  78.1","*"," 0.07","C","999.9","010010"
"96745099999","2017-02-10","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  79.9"," 8","  74.3"," 8","1009.1"," 8","008.6"," 8","  3.9"," 8","  2.9"," 8","  6.0","999.9","  84.2"," ","  76.8","*"," 0.03","A","999.9","010000"
"96745099999","2017-02-11","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  79.0"," 8","  74.7"," 8","1011.1"," 8","010.6"," 8","  3.7"," 8","  3.9"," 8"," 11.1","999.9","  83.8"," ","  75.6"," "," 0.75","B","999.9","010000"
"96745099999","2017-02-12","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  80.1"," 8","  74.9"," 8","1012.4"," 8","011.9"," 8","  3.8"," 8","  3.9"," 8","  9.9","999.9","  85.6","*","  75.6","*"," 0.83","B","999.9","010000"
"96745099999","2017-02-13","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.9"," 8","  75.2"," 8","1012.4"," 8","011.9"," 8","  4.0"," 8","  4.3"," 8"," 12.0","999.9","  87.1"," ","  75.6"," "," 0.02","A","999.9","010000"
"96745099999","2017-02-14","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  80.6"," 8","  74.7"," 8","1013.5"," 8","013.0"," 8","  3.7"," 8","  3.9"," 8","  8.9","999.9","  86.4","*","  75.2"," "," 0.28","B","999.9","010010"
"96745099999","2017-02-15","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  80.3"," 8","  74.2"," 8","1013.0"," 8","012.5"," 8","  4.2"," 8","  4.2"," 8"," 11.1","999.9","  87.1"," ","  75.2"," "," 0.51","B","999.9","010010"
"96745099999","2017-02-16","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.1"," 8","  74.3"," 8","1012.0"," 8","011.5"," 8","  4.0"," 8","  3.8"," 8","  8.9","999.9","  87.1"," ","  75.9"," "," 0.28","B","999.9","010000"
"96745099999","2017-02-17","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.1"," 8","  75.0"," 8","1011.8"," 8","011.3"," 8","  4.1"," 8","  2.6"," 8","  7.0","999.9","  87.1"," ","  75.6"," "," 0.00","I","999.9","000000"
"96745099999","2017-02-18","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.3"," 8","  75.2"," 8","1011.3"," 8","010.9"," 8","  4.0"," 8","  3.7"," 8","  8.9","999.9","  85.6"," ","  76.6"," "," 0.00","B","999.9","010000"
"96745099999","2017-02-19","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  80.9"," 8","  76.8"," 8","1010.1"," 8","009.6"," 8","  3.7"," 8","  2.8"," 8","  7.0","999.9","  84.2"," ","  78.4"," "," 0.21","B","999.9","010000"
"96745099999","2017-02-20","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  78.6"," 8","  76.6"," 8","1009.7"," 8","009.2"," 8","  3.6"," 8","  1.0"," 8","  4.1","999.9","  81.7"," ","  76.3","*"," 1.97","B","999.9","010000"
"96745099999","2017-02-21","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  79.0"," 8","  74.7"," 7","1011.5"," 8","011.1"," 8","  4.0"," 8","  2.0"," 8","  5.1","999.9","  84.9"," ","  72.3","*"," 0.43","A","999.9","010010"
"96745099999","2017-02-22","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.7"," 8","  74.8"," 8","1011.2"," 8","010.7"," 8","  4.0"," 8","  3.5"," 8"," 12.0","999.9","  88.5","*","  74.5"," "," 0.16","A","999.9","010000"
"96745099999","2017-02-23","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.0"," 7","  74.2"," 7","1010.6"," 7","010.1"," 7","  4.0"," 7","  3.0"," 7","  7.0","999.9","  89.6"," ","  74.8"," "," 0.04","A","999.9","000000"
"96745099999","2017-02-24","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.2"," 8","  74.9"," 8","1011.2"," 8","010.7"," 8","  4.1"," 8","  3.6"," 8"," 11.1","999.9","  86.7"," ","  77.2"," "," 0.00","I","999.9","000000"
"96745099999","2017-02-25","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.0"," 8","  74.0"," 8","1010.2"," 8","009.7"," 8","  4.0"," 8","  4.2"," 8"," 12.0","999.9","  90.3"," ","  77.2","*"," 0.01","A","999.9","010000"
"96745099999","2017-02-26","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.5"," 8","  75.4"," 8","1008.8"," 8","008.3"," 8","  4.2"," 8","  3.6"," 8"," 11.1","999.9","  87.4"," ","  77.0"," "," 0.04","A","999.9","010000"
"96745099999","2017-02-27","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.5"," 8","  74.8"," 8","1009.0"," 8","008.5"," 8","  4.2"," 8","  2.8"," 8","  7.0","999.9","  88.9"," ","  76.6"," "," 0.00","I","999.9","000000"
"96745099999","2017-02-28","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.6"," 8","  74.3"," 8","1009.2"," 7","008.8"," 7","  4.2"," 8","  2.1"," 8","  7.0","999.9","  87.1","*","  77.0"," "," 0.03","A","999.9","010000"
"96745099999","2017-03-01","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.4"," 8","  74.0"," 8","1009.0"," 8","008.5"," 8","  4.0"," 8","  2.4"," 8"," 11.1","999.9","  90.0"," ","  78.4"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-02","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.4"," 8","  75.0"," 8","1008.9"," 8","008.4"," 8","  4.1"," 8","  3.3"," 8","  9.9","999.9","  87.4","*","  78.1"," "," 0.31","B","999.9","010000"
"96745099999","2017-03-03","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.3"," 8","  75.5"," 8","1007.6"," 8","007.1"," 8","  4.0"," 8","  2.4"," 8","  8.0","999.9","  87.6","*","  77.7","*"," 0.04","A","999.9","010000"
"96745099999","2017-03-04","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.4"," 8","  74.4"," 8","1008.1"," 8","007.6"," 8","  4.0"," 8","  2.1"," 8","  6.0","999.9","  88.7"," ","  77.0"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-05","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.1"," 8","  74.9"," 8","1008.3"," 8","007.8"," 8","  4.2"," 8","  3.7"," 8","  7.0","999.9","  88.5"," ","  77.0"," "," 0.00","I","999.9","000010"
